,nicd_no,original_no,ecological_zone,locality,village,longitude,latitude,date,temp_indoor,sat_temp,sat_temp_min,sat_temp_max,satelite_outdoor_rh,temp,rh,li,ws,resting_site,material_type,resting_surface,material_colour,movability,morphological_id,molecular_id,sp_elisa,species,blood_source,point_x,point_y,days_count,date_label,mosquito_ID,SDT_24.11,SDT_24.23,SDT_24.90,SDT_24.94,SDT_25.26,SDT_25.43,SDT_25.60,SDT_25.68,SDT_25.71,SDT_26.38,SDT_27.19,SDT_27.27,SDT_27.36,SDT_27.64,SDT_27.90,avg_sim_sat,observed_date_level_SDT,model_predicted_Mean_Temp,mean_simulated_MRST
292,GH683,GH683,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.921,W001-29.649,11/11/2011,28.7,24.94,23,28.49,85.92,28.7,74.6,4,0,Roof,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,Human,-1.521375943,6.229178948,11,11-Nov-11,292,29.79,28.93,28.55,26.25,31.26,27.04,29.91,29.67,27.91,30.21,32.06,31.04,33.65,27.38,28.07,29.45,24.94,28.17073871,28.19434023
293,GH685,GH685,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.922,W001-29.650,11/11/2011,28.7,24.94,23,28.49,85.92,28.8,72.4,5,0,Roof,Aluminium,R_3,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521385943,6.229188948,11,11-Nov-11,293,30.01,23.66,31.52,28.86,25.69,27.64,27.78,31.54,30.51,27.38,28.15,30.85,25.91,35.18,32.66,29.16,24.94,28.17073871,28.24459087
294,GH688,GH688,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.923,W001-29.651,11/11/2011,28.7,24.94,23,28.49,85.92,27.8,75.3,18,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521395943,6.229198948,11,11-Nov-11,294,25.83,27.37,28.41,26.37,28.41,29.56,24.44,28.6,28.94,28.79,33.75,28.29,32.26,29.23,25.47,28.38,24.94,28.17073871,28.07360034
295,GH690,GH690,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.757,W000-06.563,1/5/2012,29.1,27.27,23.68,33.2,72.54,27.3,71.7,0,0,Roof,Aluminium,R_3,Normal,Yes,gambiae,gambiae,negative,gambiae,undetected,-0.097579996,5.886011428,12,5-Jan-12,295,32.09,27.98,27.32,26.9,26.82,28.71,26.31,28.17,26.75,32.45,27.61,29.28,29.97,28.84,29.94,28.61,27.27,30.80256794,30.93925843
296,GH691,GH691,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.758,W000-06.564,1/5/2012,29.1,27.27,23.68,33.2,72.54,28.4,68.1,0,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,positive,gambiae,undetected,-0.097589996,5.886021428,12,5-Jan-12,296,27.4,28.74,28.8,32.47,30.18,29.71,28.36,28.39,25.37,31.06,29.55,29.82,27.69,29.73,31.31,29.24,27.27,30.80256794,30.88035171
297,GH692,GH692,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.759,W000-06.565,1/5/2012,29.1,27.27,23.68,33.2,72.54,21,68.9,0,0,Wall,Cement,R_3,Pink,No,gambiae,gambiae,negative,gambiae,Human,-0.097599996,5.886031428,12,5-Jan-12,297,31.76,27.83,25.25,29.79,28.85,32.88,30.42,30.79,30.4,31.71,31.52,28.86,30.34,28.8,32.12,30.09,27.27,30.80256794,30.79601715
298,GH693,GH693,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.760,W000-06.566,1/5/2012,29.1,27.27,23.68,33.2,72.54,29,67.1,0,0,Roof,Aluminium,R_3,Normal,Yes,gambiae,gambiae,negative,gambiae,undetected,-0.097609996,5.886041428,12,5-Jan-12,298,23.95,25.59,26.1,22.96,31.23,28.58,30.95,28.35,26.51,32.22,31.39,32.66,30.45,31.7,32.14,28.98,27.27,30.80256794,30.67777636
299,GH694,GH694,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.761,W000-06.567,1/5/2012,29.1,27.27,23.68,33.2,72.54,29.9,66.2,0,0,Rope,Cotton,R_2,Brown,Yes,gambiae,gambiae,negative,gambiae,Human,-0.097619996,5.886051428,12,5-Jan-12,299,27.28,29.76,29.36,28.48,33.53,28.04,28.18,30.85,30.25,30.71,32.14,35.07,33.82,32.03,31.79,30.75,27.27,30.80256794,30.71865765
300,GH695,GH695,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.762,W000-06.568,1/5/2012,29.1,27.27,23.68,33.2,72.54,30,65.6,0,0,Rope,Cotton,R_2,Brown,Yes,gambiae,gambiae,negative,gambiae,undetected,-0.097629996,5.886061428,12,5-Jan-12,300,30.27,31.59,27.32,27.07,28.87,29.9,28.55,26.03,29.22,32.49,32.84,33.99,36.73,30.34,34.88,30.67,27.27,30.80256794,30.65628378
301,GH696,GH696,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.763,W000-06.569,1/5/2012,29.1,27.27,23.68,33.2,72.54,30.6,64.5,0,0,Clothing,Cotton,R_2,Blue,Yes,gambiae,gambiae,negative,gambiae,undetected,-0.097639996,5.886071428,12,5-Jan-12,301,25.5,29.51,27.97,25.41,27.23,28.6,28.52,25.92,30.79,27.44,28.75,31.83,35.33,33.22,35.68,29.45,27.27,30.80256794,30.73577223
302,GH697,GH697,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.764,W000-06.570,1/5/2012,29.1,27.27,23.68,33.2,72.54,30.3,64.9,6,0,Clothing,Cotton,R_2,White,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.097649996,5.886081428,12,5-Jan-12,302,25.41,22.65,27.85,28.68,26.53,30.25,29.06,29.32,31.7,30.52,27.59,30.52,34.85,32.3,35.96,29.55,27.27,30.80256794,30.54929344
303,GH699,GH699,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.765,W000-06.571,1/5/2012,29.1,27.27,23.68,33.2,72.54,29.9,65.8,0,0,Bag,Nylon,R_2,Green,Yes,gambiae,gambiae,positive,gambiae,undetected,-0.097659996,5.886091428,12,5-Jan-12,303,24.96,30.77,26.55,28.49,27.89,28.18,32.65,30.85,25.59,28.97,27.88,32.2,34.83,28.12,28.33,29.08,27.27,30.80256794,30.74932071
304,GH702,GH702,Coastal Savanna,Gomoa East,Adawukwa,N05-24.960,W000-36.729,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.1,75.8,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612436019,5.415015585,13,6-Jan-12,304,24.68,27.23,23.23,27.37,28.36,29.8,27.15,28.02,31.52,30.29,32.11,28.89,33.16,32.82,29.56,28.95,27.36,30.90422658,30.79690344
305,GH703,GH703,Coastal Savanna,Gomoa East,Adawukwa,N05-24.961,W000-36.730,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.5,76.7,0,0,Window,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612446019,5.415025585,13,6-Jan-12,305,26.17,28.64,28.97,32.96,33.37,24.93,28.42,27.61,30.71,33.01,29.59,31.45,29.8,28.07,28.46,29.48,27.36,30.90422658,30.97593302
306,GH704,GH704,Coastal Savanna,Gomoa East,Adawukwa,N05-24.962,W000-36.731,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.1,75.6,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612456019,5.415035585,13,6-Jan-12,306,28.04,28.88,29.97,22.71,25.79,28.76,29.11,22.12,28.29,31.02,31.71,31.21,31.32,31.02,30.5,28.7,27.36,30.90422658,30.85331542
307,GH707,GH707,Coastal Savanna,Gomoa East,Adawukwa,N05-24.963,W000-36.732,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.7,73.7,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612466019,5.415045585,13,6-Jan-12,307,22.34,27.13,25,30.21,25.88,27.47,25.67,29.92,28.99,28.27,33.58,25.11,27.19,30.56,32.26,27.97,27.36,30.90422658,30.8955976
308,GH708,GH708,Coastal Savanna,Gomoa East,Adawukwa,N05-24.964,W000-36.733,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.5,73.6,0,0,Table cover,Cotton,R_2,Normal,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.612476019,5.415055585,13,6-Jan-12,308,27.75,27.19,31.72,27.47,27.54,25.83,26.68,26.82,30.23,28.95,29.08,35.41,29.02,29.28,31.97,29,27.36,30.90422658,30.9504138
309,GH709,GH709,Coastal Savanna,Gomoa East,Adawukwa,N05-24.965,W000-36.734,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.4,78.2,43,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612486019,5.415065585,13,6-Jan-12,309,30.23,29.84,29.06,29.76,29.96,27.72,29.4,29.98,30.64,27.49,32.96,27.57,28.79,33.95,30.95,29.89,27.36,30.90422658,31.00145932
310,GH710,GH710,Coastal Savanna,Gomoa East,Adawukwa,N05-24.966,W000-36.735,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.3,78.9,9,0.8,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612496019,5.415075585,13,6-Jan-12,310,32.18,29.1,31.38,27.07,30.53,29.63,29.95,32.47,24.88,29.58,29.15,24.43,28.26,31.28,31.14,29.4,27.36,30.90422658,30.83620574
311,GH711,GH711,Coastal Savanna,Gomoa East,Adawukwa,N05-24.967,W000-36.736,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.3,77.1,0,0,Polythene sheet,Polythene,R_2,Blue,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612506019,5.415085585,13,6-Jan-12,311,30.39,29.77,25.8,26.73,26.33,28.95,31.68,27.8,32.58,28.58,32.21,30.8,34.33,32.48,30.5,29.93,27.36,30.90422658,30.94166533
312,GH715,GH715,Coastal Savanna,Gomoa East,Adawukwa,N05-24.968,W000-36.737,1/6/2012,28.8,27.36,25.3,30.1,79.58,29,74.5,10,0.7,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612516019,5.415095585,13,6-Jan-12,312,29.07,33.15,28.53,24.02,28.84,30.41,27.79,30.7,25.62,31.72,30.79,31.06,32.12,31.11,29.43,29.62,27.36,30.90422658,30.98765394
313,GH716,GH716,Coastal Savanna,Gomoa East,Adawukwa,N05-24.969,W000-36.738,1/6/2012,28.8,27.36,25.3,30.1,79.58,23.9,83.9,51,0.6,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612526019,5.415105585,13,6-Jan-12,313,23.04,28.98,27.88,27.66,28.43,31.01,32.44,28.64,23.99,28.6,28.65,30.78,31.55,29.07,29.73,28.7,27.36,30.90422658,31.00866278
314,GH717,GH717,Coastal Savanna,Gomoa East,Adawukwa,N05-24.970,W000-36.739,1/6/2012,28.8,27.36,25.3,30.1,79.58,24.3,84.2,43,6,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612536019,5.415115585,13,6-Jan-12,314,25.77,27.87,29.99,34.19,31.43,30.73,26.82,29.9,31.36,31.52,33.01,31.14,30.88,32.63,29.5,30.45,27.36,30.90422658,31.10785358
315,GH718,GH718,Coastal Savanna,Gomoa East,Adawukwa,N05-24.971,W000-36.740,1/6/2012,28.8,27.36,25.3,30.1,79.58,27,82.2,65,0,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612546019,5.415125585,13,6-Jan-12,315,26.38,22,26.73,30.57,31.18,27.94,25.04,26.2,25.37,31.55,32.47,27.93,33.3,29.29,30.28,28.41,27.36,30.90422658,31.07468379
316,GH719,GH719,Coastal Savanna,Gomoa East,Adawukwa,N05-24.972,W000-36.741,1/6/2012,28.8,27.36,25.3,30.1,79.58,27,82.2,65,0,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612556019,5.415135585,13,6-Jan-12,316,28.94,33.9,28.1,32.24,27.77,25.5,24.19,30.02,28.5,28.74,28.6,32.24,33.05,33.28,28.13,29.55,27.36,30.90422658,30.80881733
317,GH722,GH722,Coastal Savanna,Gomoa East,Adawukwa,N05-24.973,W000-36.742,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.6,80.5,14,1.1,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612566019,5.415145585,13,6-Jan-12,317,26.98,26.2,23.81,30.39,28.64,28.04,31.6,32.17,25.77,33.26,30.8,34.15,28.71,37.09,34.51,30.14,27.36,30.90422658,31.02782369
318,GH725,GH725,Coastal Savanna,Gomoa East,Adawukwa,N05-24.974,W000-36.743,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.6,82.4,53,0,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612576019,5.415155585,13,6-Jan-12,318,24.18,33.13,26.24,30.95,30.12,31.56,29.66,33.37,24.68,29.86,36.83,28.77,26.04,32.05,36.25,30.25,27.36,30.90422658,30.85382441
319,GH726,GH726,Coastal Savanna,Gomoa East,Adawukwa,N05-24.975,W000-36.744,1/6/2012,28.8,27.36,25.3,30.1,79.58,26.9,81.8,45,0,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612586019,5.415165585,13,6-Jan-12,319,31.32,28.28,28.43,30.36,24.52,28.43,28.6,26.12,27.97,28.21,28.89,31.54,28.04,32.86,28.34,28.79,27.36,30.90422658,31.07495067
320,GH727,GH727,Coastal Savanna,Gomoa East,Adawukwa,N05-24.976,W000-36.745,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.7,79.2,3,0,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612596019,5.415175585,13,6-Jan-12,320,29.45,31.1,26.41,29.32,27.78,24.75,28.2,30.3,30.61,29.98,30.31,30.15,29.7,32.28,34.56,29.66,27.36,30.90422658,30.77683257
321,GH728,GH728,Coastal Savanna,Gomoa East,Adawukwa,N05-24.977,W000-36.746,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.2,76.8,19,0,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612606019,5.415185585,13,6-Jan-12,321,27.81,27.1,28.02,26.76,29.93,29.92,32.77,27.77,29.81,27.39,34.12,30.66,30.9,34.26,31.79,29.93,27.36,30.90422658,30.91373311
322,GH729,GH729,Coastal Savanna,Gomoa East,Adawukwa,N05-24.978,W000-36.747,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.1,78.7,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612616019,5.415195585,13,6-Jan-12,322,30.19,28.61,26.99,26.88,27.26,29.41,31.83,30.28,27.48,31.38,28.01,33.17,34.55,28.19,31.58,29.72,27.36,30.90422658,30.85843693
323,GH731,GH731,Coastal Savanna,Gomoa East,Adawukwa,N05-24.979,W000-36.748,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.2,74.8,0,0,Rope,Nylon,R_2,Orange,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.612626019,5.415205585,13,6-Jan-12,323,23.98,27.89,29.6,24.29,28.39,27.75,26.48,28.57,29,27.62,36.49,31.48,32.44,28.9,31.66,28.97,27.36,30.90422658,30.89011299
324,GH732,GH732,Coastal Savanna,Gomoa East,Adawukwa,N05-24.980,W000-36.749,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.2,74.4,0,0,Window,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612636019,5.415215585,13,6-Jan-12,324,28.84,26.92,30.96,28.16,28.48,29.14,25.54,28.4,28.8,32.94,29.09,35.49,32.57,31.4,32.62,29.96,27.36,30.90422658,30.7083537
325,GH733,GH733,Coastal Savanna,Gomoa East,Adawukwa,N05-24.981,W000-36.750,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.2,74.5,0,0,Window,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612646019,5.415225585,13,6-Jan-12,325,25.96,27.08,26.13,30.35,26.78,32.05,31.55,30.66,28.98,24.76,29.45,30,32.87,31.08,31.76,29.3,27.36,30.90422658,30.98264949
326,GH734,GH734,Coastal Savanna,Gomoa East,Adawukwa,N05-24.982,W000-36.751,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.3,74.4,0,0,Window,Nylon,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612656019,5.415235585,13,6-Jan-12,326,28.89,29.83,27.38,30.68,26.12,31.88,30.28,30.82,27.96,27.1,30.62,34.4,30.59,28.43,29.42,29.63,27.36,30.90422658,30.84659764
327,GH735,GH735,Coastal Savanna,Gomoa East,Adawukwa,N05-24.983,W000-36.752,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.9,76.6,0,0,Under Table,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612666019,5.415245585,13,6-Jan-12,327,27.09,26.88,31.62,28.4,28.05,27.62,27.68,29.68,29.92,28.98,33.32,29.7,28.3,26.96,31.85,29.07,27.36,30.90422658,30.8135405
328,GH736,GH736,Coastal Savanna,Gomoa East,Adawukwa,N05-24.984,W000-36.753,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.8,76.2,0,0,Under Table,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612676019,5.415255585,13,6-Jan-12,328,28.77,22.42,22.79,26.84,27.69,28.75,29.88,30.13,26.41,28.1,38.57,30.24,28.73,30.08,33.64,28.87,27.36,30.90422658,31.17635322
329,GH737,GH737,Coastal Savanna,Gomoa East,Adawukwa,N05-24.985,W000-36.754,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.9,76.2,0,0,Under Table,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612686019,5.415265585,13,6-Jan-12,329,30.47,26.89,27.35,36.16,30.56,25.2,24.01,29.93,29.96,33.07,31.89,30.01,27.61,35.21,30.94,29.95,27.36,30.90422658,30.88585918
330,GH740,GH740,Coastal Savanna,Gomoa East,Adawukwa,N05-24.986,W000-36.755,1/6/2012,28.8,27.36,25.3,30.1,79.58,29.9,76.1,0,0,Under Table,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612696019,5.415275585,13,6-Jan-12,330,27.25,28.68,33.14,29.96,32.25,26.96,27.3,29.68,28.22,29.65,32.22,31.5,27.77,36.67,28.54,29.98,27.36,30.90422658,30.91128753
331,GH743,GH743,Coastal Savanna,Gomoa East,Adawukwa,N05-24.987,W000-36.756,1/6/2012,28.8,27.36,25.3,30.1,79.58,28.2,79.2,0,0,Mosquito net,Polyester,R_2,Black,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612706019,5.415285585,13,6-Jan-12,331,29.7,28.86,33.45,31.62,28.5,33.6,29.97,29.23,28.23,30.66,27.38,31.93,27.22,33.25,27.51,30.07,27.36,30.90422658,30.97094557
332,GH748,GH748,Coastal Savanna,Gomoa East,Adawukwa,N05-24.988,W000-36.757,1/6/2012,28.8,27.36,25.3,30.1,79.58,27.9,80.2,39,0.6,Roof,Straw,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612716019,5.415295585,13,6-Jan-12,332,24.35,28.87,28.51,27.35,29.5,32.36,28.74,31.23,30.75,31.51,31.06,31.15,32.99,27.29,33.03,29.91,27.36,30.90422658,30.89938121
333,GH749,GH749,Coastal Savanna,Gomoa East,Okyereko,N05-24.828,W000-36.284,1/6/2012,30.4,27.36,25.3,30.1,79.58,28.9,76.7,0,0,Bag,Leather,R_4,Blue,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602158232,5.421280142,13,6-Jan-12,333,25.48,23.26,26.03,28.08,28.36,28.17,25.81,30.73,28,30.17,24.98,32.26,27.96,33.04,31.36,28.25,27.36,30.90422658,30.69947813
334,GH750,GH750,Coastal Savanna,Gomoa East,Okyereko,N05-24.829,W000-36.285,1/6/2012,30.4,27.36,25.3,30.1,79.58,29.3,76.3,6,0,Shoe,Leather,R_4,Black,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602168232,5.421290142,13,6-Jan-12,334,30.92,28.26,28.53,29.26,29.99,27.04,31.38,30.93,26.65,32.13,30.09,28.9,32.41,29.91,30.07,29.77,27.36,30.90422658,30.69964957
335,GH751,GH751,Coastal Savanna,Gomoa East,Okyereko,N05-24.830,W000-36.286,1/6/2012,30.4,27.36,25.3,30.1,79.58,29.3,76.3,6,0,Shoe,Leather,R_4,Black,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602178232,5.421300142,13,6-Jan-12,335,28.15,29.72,26.54,32.24,29.06,25.41,31.74,31.69,26.12,30.86,34.26,30.22,36.6,31.53,32.06,30.41,27.36,30.90422658,30.82589381
336,GH752,GH752,Coastal Savanna,Gomoa East,Okyereko,N05-24.831,W000-36.287,1/6/2012,30.4,27.36,25.3,30.1,79.58,29.2,75.9,5,0,Shoe Hanger,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.602188232,5.421310142,13,6-Jan-12,336,22.25,30.47,31.65,27.41,29.11,33.88,26.63,30.34,30.66,31.49,30.23,32.39,30.42,32.86,29.82,29.98,27.36,30.90422658,30.88314563
337,GH753,GH753,Coastal Savanna,Gomoa East,Okyereko,N05-24.832,W000-36.288,1/6/2012,30.4,27.36,25.3,30.1,79.58,28.8,77.9,0,0,Card board,Card Board,R_3,Brown,No,gambiae,gambiae,negative,coluzzii,Human,-0.602198232,5.421320142,13,6-Jan-12,337,23.92,26.82,26.17,30.24,31.23,29,28.47,28.64,23.38,26.19,30.57,33.32,30.46,35.25,31.31,29,27.36,30.90422658,31.03480533
338,GH754,GH754,Coastal Savanna,Gomoa East,Okyereko,N05-24.833,W000-36.289,1/6/2012,30.4,27.36,25.3,30.1,79.58,29.8,75.3,0,0,Wall,Cement,R_3,Green,No,gambiae,gambiae,negative,coluzzii,Human,-0.602208232,5.421330142,13,6-Jan-12,338,26.75,26.59,29.03,23.09,26.14,27.28,30.69,26.36,28.03,27.06,30.81,31.62,32.94,31.55,32.21,28.68,27.36,30.90422658,31.07979532
339,GH755,GH755,Coastal Savanna,Gomoa East,Okyereko,N05-24.834,W000-36.290,1/6/2012,30.4,27.36,25.3,30.1,79.58,29.7,75.5,0,0,Wall,Cement,R_3,Green,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602218232,5.421340142,13,6-Jan-12,339,29.33,30.98,29.63,26.94,32.05,31.34,31.01,27.82,29.48,24.39,30.41,32.52,30.87,29.51,26.57,29.52,27.36,30.90422658,30.73924076
340,GH756,GH756,Coastal Savanna,Gomoa East,Okyereko,N05-24.835,W000-36.291,1/6/2012,30.4,27.36,25.3,30.1,79.58,29.5,73,0,0,Card board,Card Board,R_3,Brown,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602228232,5.421350142,13,6-Jan-12,340,26.99,23.32,26.29,25.03,29.38,26.06,27.63,26.9,25.7,29.18,30.96,32.84,29.05,33.08,29.13,28.1,27.36,30.90422658,30.84534132
341,GH757,GH757,Coastal Savanna,Gomoa East,Okyereko,N05-24.836,W000-36.292,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.1,73.1,189,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602238232,5.421360142,13,6-Jan-12,341,28.75,26.31,30.19,30.87,28.97,30.49,26.78,28.28,29.06,33.27,27.04,32.28,27.46,33.21,28.31,29.42,27.36,30.90422658,31.01395866
342,GH758,GH758,Coastal Savanna,Gomoa East,Okyereko,N05-24.837,W000-36.293,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.1,73.4,189,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602248232,5.421370142,13,6-Jan-12,342,29.56,28.48,26.31,27.77,27.17,32.22,29.75,27.73,30.67,27.42,29.55,30.26,31.13,33.41,28.51,29.33,27.36,30.90422658,30.90578959
343,GH762,GH762,Coastal Savanna,Gomoa East,Okyereko,N05-24.838,W000-36.294,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.3,69.7,8,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602258232,5.421380142,13,6-Jan-12,343,31.29,23.44,29.66,27.22,28.13,28.21,24.27,28.53,24.61,30.56,29.88,30.4,29.87,34,35.28,29.02,27.36,30.90422658,30.77841952
344,GH763,GH763,Coastal Savanna,Gomoa East,Okyereko,N05-24.839,W000-36.295,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.3,69.3,63,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602268232,5.421390142,13,6-Jan-12,344,27.37,28.05,30.79,31.49,29.44,32.25,26.61,26.52,26.89,30.87,32.1,32.31,31.86,31.92,34.39,30.19,27.36,30.90422658,30.89945549
345,GH764,GH764,Coastal Savanna,Gomoa East,Okyereko,N05-24.840,W000-36.296,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.3,69.2,58,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602278232,5.421400142,13,6-Jan-12,345,27.11,31.93,25.73,30.88,23.52,30.28,30.79,27.5,33.32,30.38,31.22,29.7,31.59,28.93,33.37,29.75,27.36,30.90422658,31.06221228
346,GH765,GH765,Coastal Savanna,Gomoa East,Okyereko,N05-24.841,W000-36.297,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.2,69.8,5,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602288232,5.421410142,13,6-Jan-12,346,22.98,27.36,30.81,25.99,27.07,27.08,24.78,29.87,27.45,29.11,28.87,30.48,34.05,31.54,30.61,28.54,27.36,30.90422658,30.80567936
347,GH766,GH766,Coastal Savanna,Gomoa East,Okyereko,N05-24.842,W000-36.298,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.3,69.8,7,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602298232,5.421420142,13,6-Jan-12,347,27.47,26.69,26.94,29.21,29.95,30.12,26,29.53,26.7,28.3,32.77,30.58,32.36,26.94,34.39,29.2,27.36,30.90422658,30.93032687
348,GH767,GH767,Coastal Savanna,Gomoa East,Okyereko,N05-24.843,W000-36.299,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.3,69.7,4,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602308232,5.421430142,13,6-Jan-12,348,25.85,28.52,28.84,25.19,27.82,27.01,28.33,28.03,26.96,28.25,33.69,26.95,33.66,34.01,28.55,28.78,27.36,30.90422658,30.79578908
349,GH768,GH768,Coastal Savanna,Gomoa East,Okyereko,N05-24.844,W000-36.300,1/6/2012,30.4,27.36,25.3,30.1,79.58,30.8,72.6,0,0,Wall,Cement,R_3,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602318232,5.421440142,13,6-Jan-12,349,24.87,26.69,28.62,27.02,26.59,27.43,28.18,31.46,27.99,29.84,27.61,31.61,31.07,32.45,26.67,28.54,27.36,30.90422658,31.00720415
